Results for nsp2_ref.pdb
Time3600:55peptide,umlog‐lkhd  411.42
Time7200:55peptide,umlog‐lkhd  349.97
Total:  1949.96
Avg:  5.0648
Time30:55peptide,umlog‐lkhd  154.85
Time60:55peptide,umlog‐lkhd  174.38
Time180:55peptide,umlog‐lkhd  197.02
Time600:55peptide,umlog‐lkhd  286.37
Time1800:55peptide,umlog‐lkhd  375.95
Time3600:55peptide,umlog‐lkhd  411.42
Time7200:55peptide,umlog‐lkhd  349.97
Total:  1949.96
Avg:  5.0648
------------------------------
Results for out_10seq-1-5.pdb
Time30:55peptide,umlog‐lkhd  205.63
Time60:55peptide,umlog‐lkhd  201.31
Time180:55peptide,umlog‐lkhd  170.96
Time600:55peptide,umlog‐lkhd  235.30
Time1800:55peptide,umlog‐lkhd  331.87
Time3600:55peptide,umlog‐lkhd  369.46
Time7200:55peptide,umlog‐lkhd  317.95
Total:  1832.49
Avg:  4.7597
Time30:55peptide,umlog‐lkhd  205.63
Time60:55peptide,umlog‐lkhd  201.31
Time180:55peptide,umlog‐lkhd  170.96
Time600:55peptide,umlog‐lkhd  235.30
Time1800:55peptide,umlog‐lkhd  331.87
Time3600:55peptide,umlog‐lkhd  369.46
Time7200:55peptide,umlog‐lkhd  317.95
Total:  1832.49
Avg:  4.7597
------------------------------
Results for out_10seq-10-1.pdb
Time30:55peptide,umlog‐lkhd  210.75
Time60:55peptide,umlog‐lkhd  211.40
Time180:55peptide,umlog‐lkhd  217.90
Time600:55peptide,umlog‐lkhd  321.46
Time1800:55peptide,umlog‐lkhd  411.13
Time3600:55peptide,umlog‐lkhd  433.32
Time7200:55peptide,umlog‐lkhd  365.58
Total:  2171.54
Avg:  5.6404
Time30:55peptide,umlog‐lkhd  210.75
Time60:55peptide,umlog‐lkhd  211.40
Time180:55peptide,umlog‐lkhd  217.90
Time600:55peptide,umlog‐lkhd  321.46
Time1800:55peptide,umlog‐lkhd  411.13
Time3600:55peptide,umlog‐lkhd  433.32
Time7200:55peptide,umlog‐lkhd  365.58
Total:  2171.54
Avg:  5.6404
------------------------------
Results for out_10seq-10-2.pdb
Time30:55peptide,umlog‐lkhd  203.62
Time60:55peptide,umlog‐lkhd  210.00
Time180:55peptide,umlog‐lkhd  212.20
Time600:55peptide,umlog‐lkhd  291.69
Time1800:55peptide,umlog‐lkhd  383.85
Time3600:55peptide,umlog‐lkhd  418.16
Time7200:55peptide,umlog‐lkhd  361.14
Total:  2080.66
Avg:  5.4043
Time30:55peptide,umlog‐lkhd  203.62
Time60:55peptide,umlog‐lkhd  210.00
Time180:55peptide,umlog‐lkhd  212.20
Time600:55peptide,umlog‐lkhd  291.69
Time1800:55peptide,umlog‐lkhd  383.85
Time3600:55peptide,umlog‐lkhd  418.16
Time7200:55peptide,umlog‐lkhd  361.14
Total:  2080.66
Avg:  5.4043
------------------------------
Results for out_10seq-10-3.pdb
Time30:55peptide,umlog‐lkhd  186.57
Time60:55peptide,umlog‐lkhd  205.21
Time180:55peptide,umlog‐lkhd  222.62
Time600:55peptide,umlog‐lkhd  307.62
Time1800:55peptide,umlog‐lkhd  397.21
Time3600:55peptide,umlog‐lkhd  424.32
Time7200:55peptide,umlog‐lkhd  361.04
Total:  2104.59
Avg:  5.4665
Time30:55peptide,umlog‐lkhd  186.57
Time60:55peptide,umlog‐lkhd  205.21
Time180:55peptide,umlog‐lkhd  222.62
Time600:55peptide,umlog‐lkhd  307.62
Time1800:55peptide,umlog‐lkhd  397.21
Time3600:55peptide,umlog‐lkhd  424.32
Time7200:55peptide,umlog‐lkhd  361.04
Total:  2104.59
Avg:  5.4665
------------------------------
Results for out_10seq-10-4.pdb
Time30:55peptide,umlog‐lkhd  208.87
Time60:55peptide,umlog‐lkhd  222.87
Time180:55peptide,umlog‐lkhd  228.85
Time600:55peptide,umlog‐lkhd  289.87
Time1800:55peptide,umlog‐lkhd  366.17
Time3600:55peptide,umlog‐lkhd  403.64
Time7200:55peptide,umlog‐lkhd  350.37
Total:  2070.64
Avg:  5.3783
Time30:55peptide,umlog‐lkhd  208.87
Time60:55peptide,umlog‐lkhd  222.87
Time180:55peptide,umlog‐lkhd  228.85
Time600:55peptide,umlog‐lkhd  289.87
Time1800:55peptide,umlog‐lkhd  366.17
Time3600:55peptide,umlog‐lkhd  403.64
Time7200:55peptide,umlog‐lkhd  350.37
Total:  2070.64
Avg:  5.3783
------------------------------
Results for out_10seq-10-5.pdb
Time30:55peptide,umlog‐lkhd  133.69
Time60:55peptide,umlog‐lkhd  152.12
Time180:55peptide,umlog‐lkhd  185.50
Time600:55peptide,umlog‐lkhd  290.91
Time1800:55peptide,umlog‐lkhd  406.38
Time3600:55peptide,umlog‐lkhd  448.84
Time7200:55peptide,umlog‐lkhd  370.27
Total:  1987.71
Avg:  5.1629
Time30:55peptide,umlog‐lkhd  133.69
Time60:55peptide,umlog‐lkhd  152.12
Time180:55peptide,umlog‐lkhd  185.50
Time600:55peptide,umlog‐lkhd  290.91
Time1800:55peptide,umlog‐lkhd  406.38
Time3600:55peptide,umlog‐lkhd  448.84
Time7200:55peptide,umlog‐lkhd  370.27
Total:  1987.71
Avg:  5.1629
------------------------------
Results for out_10seq-100-1.pdb
Time30:55peptide,umlog‐lkhd  90.12
Time60:55peptide,umlog‐lkhd  94.18
Time180:55peptide,umlog‐lkhd  116.74
Time600:55peptide,umlog‐lkhd  231.28
Time1800:55peptide,umlog‐lkhd  357.30
Time3600:55peptide,umlog‐lkhd  418.74
Time7200:55peptide,umlog‐lkhd  344.12
Total:  1652.48
Avg:  4.2922
Time30:55peptide,umlog‐lkhd  90.12
Time60:55peptide,umlog‐lkhd  94.18
Time180:55peptide,umlog‐lkhd  116.74
Time600:55peptide,umlog‐lkhd  231.28
Time1800:55peptide,umlog‐lkhd  357.30
Time3600:55peptide,umlog‐lkhd  418.74
Time7200:55peptide,umlog‐lkhd  344.12
Total:  1652.48
Avg:  4.2922
------------------------------
Results for out_10seq-100-2.pdb
Time30:55peptide,umlog‐lkhd  159.44
Time60:55peptide,umlog‐lkhd  162.42
Time180:55peptide,umlog‐lkhd  179.08
Time600:55peptide,umlog‐lkhd  285.39
Time1800:55peptide,umlog‐lkhd  383.11
Time3600:55peptide,umlog‐lkhd  419.85
Time7200:55peptide,umlog‐lkhd  353.03
Total:  1942.31
Avg:  5.0450
Time30:55peptide,umlog‐lkhd  159.44
Time60:55peptide,umlog‐lkhd  162.42
Time180:55peptide,umlog‐lkhd  179.08
Time600:55peptide,umlog‐lkhd  285.39
Time1800:55peptide,umlog‐lkhd  383.11
Time3600:55peptide,umlog‐lkhd  419.85
Time7200:55peptide,umlog‐lkhd  353.03
Total:  1942.31
Avg:  5.0450
------------------------------
Results for out_10seq-100-3.pdb
Time30:55peptide,umlog‐lkhd  100.65
Time60:55peptide,umlog‐lkhd  108.68
Time180:55peptide,umlog‐lkhd  139.54
Time600:55peptide,umlog‐lkhd  249.94
Time1800:55peptide,umlog‐lkhd  354.58
Time3600:55peptide,umlog‐lkhd  407.73
Time7200:55peptide,umlog‐lkhd  356.74
Total:  1717.85
Avg:  4.4619
Time30:55peptide,umlog‐lkhd  100.65
Time60:55peptide,umlog‐lkhd  108.68
Time180:55peptide,umlog‐lkhd  139.54
Time600:55peptide,umlog‐lkhd  249.94
Time1800:55peptide,umlog‐lkhd  354.58
Time3600:55peptide,umlog‐lkhd  407.73
Time7200:55peptide,umlog‐lkhd  356.74
Total:  1717.85
Avg:  4.4619
------------------------------
Results for out_10seq-100-4.pdb
Time30:55peptide,umlog‐lkhd  122.68
Time60:55peptide,umlog‐lkhd  142.87
Time180:55peptide,umlog‐lkhd  212.61
Time600:55peptide,umlog‐lkhd  359.76
Time1800:55peptide,umlog‐lkhd  472.10
Time3600:55peptide,umlog‐lkhd  506.39
------------------------------
Results for out_10seq-100-5.pdb
Time30:55peptide,umlog‐lkhd  161.45
Time60:55peptide,umlog‐lkhd  170.08
Time180:55peptide,umlog‐lkhd  162.19
Time600:55peptide,umlog‐lkhd  233.78
Time1800:55peptide,umlog‐lkhd  338.92
Time3600:55peptide,umlog‐lkhd  398.57
Time7200:55peptide,umlog‐lkhd  348.72
Total:  1813.72
Avg:  4.7110
Time30:55peptide,umlog‐lkhd  161.45
Time60:55peptide,umlog‐lkhd  170.08
Time180:55peptide,umlog‐lkhd  162.19
Time600:55peptide,umlog‐lkhd  233.78
Time1800:55peptide,umlog‐lkhd  338.92
Time3600:55peptide,umlog‐lkhd  398.57
Time7200:55peptide,umlog‐lkhd  348.72
Total:  1813.72
Avg:  4.7110
------------------------------
Results for out_10seq-11-1.pdb
Time30:55peptide,umlog‐lkhd  366.51
Time60:55peptide,umlog‐lkhd  361.32
Time180:55peptide,umlog‐lkhd  272.59
Time600:55peptide,umlog‐lkhd  269.14
------------------------------
Results for out_10seq-11-2.pdb
Time30:55peptide,umlog‐lkhd  285.38
Time60:55peptide,umlog‐lkhd  318.75
Time180:55peptide,umlog‐lkhd  272.65
Time600:55peptide,umlog‐lkhd  275.38
------------------------------
Results for out_10seq-11-3.pdb
Time30:55peptide,umlog‐lkhd  441.81
Time60:55peptide,umlog‐lkhd  425.18
Time180:55peptide,umlog‐lkhd  312.86
------------------------------
Results for out_10seq-11-4.pdb
Time30:55peptide,umlog‐lkhd  380.12
Time60:55peptide,umlog‐lkhd  387.48
Time180:55peptide,umlog‐lkhd  331.59
------------------------------
Results for out_10seq-11-5.pdb
Time30:55peptide,umlog‐lkhd  411.38
Time60:55peptide,umlog‐lkhd  408.92
Time180:55peptide,umlog‐lkhd  322.92
Time600:55peptide,umlog‐lkhd  295.25
------------------------------
Results for out_10seq-12-1.pdb
Time30:55peptide,umlog‐lkhd  148.18
Time60:55peptide,umlog‐lkhd  168.66
Time180:55peptide,umlog‐lkhd  191.40
Time600:55peptide,umlog‐lkhd  296.38
Time1800:55peptide,umlog‐lkhd  414.30
Time3600:55peptide,umlog‐lkhd  458.04
Time7200:55peptide,umlog‐lkhd  396.37
Total:  2073.33
Avg:  5.3853
Time30:55peptide,umlog‐lkhd  148.18
Time60:55peptide,umlog‐lkhd  168.66
Time180:55peptide,umlog‐lkhd  191.40
Time600:55peptide,umlog‐lkhd  296.38
Time1800:55peptide,umlog‐lkhd  414.30
Time3600:55peptide,umlog‐lkhd  458.04
Time7200:55peptide,umlog‐lkhd  396.37
Total:  2073.33
Avg:  5.3853
------------------------------
Results for out_10seq-12-2.pdb
Time30:55peptide,umlog‐lkhd  140.08
Time60:55peptide,umlog‐lkhd  147.24
Time180:55peptide,umlog‐lkhd  159.02
Time600:55peptide,umlog‐lkhd  248.30
Time1800:55peptide,umlog‐lkhd  349.60
Time3600:55peptide,umlog‐lkhd  389.95
Time7200:55peptide,umlog‐lkhd  326.25
Total:  1760.46
Avg:  4.5726
Time30:55peptide,umlog‐lkhd  140.08
Time60:55peptide,umlog‐lkhd  147.24
Time180:55peptide,umlog‐lkhd  159.02
Time600:55peptide,umlog‐lkhd  248.30
Time1800:55peptide,umlog‐lkhd  349.60
Time3600:55peptide,umlog‐lkhd  389.95
Time7200:55peptide,umlog‐lkhd  326.25
Total:  1760.46
Avg:  4.5726
------------------------------
Results for out_10seq-12-3.pdb
Time30:55peptide,umlog‐lkhd  169.33
Time60:55peptide,umlog‐lkhd  173.40
Time180:55peptide,umlog‐lkhd  183.83
Time600:55peptide,umlog‐lkhd  286.13
Time1800:55peptide,umlog‐lkhd  393.52
Time3600:55peptide,umlog‐lkhd  428.12
Time7200:55peptide,umlog‐lkhd  343.87
Total:  1978.21
Avg:  5.1382
Time30:55peptide,umlog‐lkhd  169.33
Time60:55peptide,umlog‐lkhd  173.40
Time180:55peptide,umlog‐lkhd  183.83
Time600:55peptide,umlog‐lkhd  286.13
Time1800:55peptide,umlog‐lkhd  393.52
Time3600:55peptide,umlog‐lkhd  428.12
Time7200:55peptide,umlog‐lkhd  343.87
Total:  1978.21
Avg:  5.1382
------------------------------
Results for out_10seq-12-4.pdb
Time30:55peptide,umlog‐lkhd  176.50
Time60:55peptide,umlog‐lkhd  181.06
Time180:55peptide,umlog‐lkhd  179.72
Time600:55peptide,umlog‐lkhd  286.14
Time1800:55peptide,umlog‐lkhd  390.01
Time3600:55peptide,umlog‐lkhd  419.00
Time7200:55peptide,umlog‐lkhd  351.55
Total:  1983.98
Avg:  5.1532
Time30:55peptide,umlog‐lkhd  176.50
Time60:55peptide,umlog‐lkhd  181.06
Time180:55peptide,umlog‐lkhd  179.72
Time600:55peptide,umlog‐lkhd  286.14
Time1800:55peptide,umlog‐lkhd  390.01
Time3600:55peptide,umlog‐lkhd  419.00
Time7200:55peptide,umlog‐lkhd  351.55
Total:  1983.98
Avg:  5.1532
------------------------------
Results for out_10seq-12-5.pdb
Time30:55peptide,umlog‐lkhd  141.57
Time60:55peptide,umlog‐lkhd  161.09
Time180:55peptide,umlog‐lkhd  189.71
Time600:55peptide,umlog‐lkhd  290.69
Time1800:55peptide,umlog‐lkhd  389.07
Time3600:55peptide,umlog‐lkhd  424.78
Time7200:55peptide,umlog‐lkhd  357.01
Total:  1953.92
Avg:  5.0751
Time30:55peptide,umlog‐lkhd  141.57
Time60:55peptide,umlog‐lkhd  161.09
Time180:55peptide,umlog‐lkhd  189.71
Time600:55peptide,umlog‐lkhd  290.69
Time1800:55peptide,umlog‐lkhd  389.07
Time3600:55peptide,umlog‐lkhd  424.78
Time7200:55peptide,umlog‐lkhd  357.01
Total:  1953.92
Avg:  5.0751
------------------------------
Results for out_10seq-13-1.pdb
Time30:55peptide,umlog‐lkhd  112.94
Time60:55peptide,umlog‐lkhd  121.11
Time180:55peptide,umlog‐lkhd  166.23
Time600:55peptide,umlog‐lkhd  285.98
Time1800:55peptide,umlog‐lkhd  380.82
Time3600:55peptide,umlog‐lkhd  414.06
Time7200:55peptide,umlog‐lkhd  356.67
Total:  1837.81
Avg:  4.7735
Time30:55peptide,umlog‐lkhd  112.94
Time60:55peptide,umlog‐lkhd  121.11
Time180:55peptide,umlog‐lkhd  166.23
Time600:55peptide,umlog‐lkhd  285.98
Time1800:55peptide,umlog‐lkhd  380.82
Time3600:55peptide,umlog‐lkhd  414.06
Time7200:55peptide,umlog‐lkhd  356.67
Total:  1837.81
Avg:  4.7735
------------------------------
Results for out_10seq-13-2.pdb
Time30:55peptide,umlog‐lkhd  211.02
Time60:55peptide,umlog‐lkhd  222.63
Time180:55peptide,umlog‐lkhd  234.39
Time600:55peptide,umlog‐lkhd  299.68
Time1800:55peptide,umlog‐lkhd  376.33
Time3600:55peptide,umlog‐lkhd  406.63
Time7200:55peptide,umlog‐lkhd  363.71
Total:  2114.39
Avg:  5.4919
Time30:55peptide,umlog‐lkhd  211.02
Time60:55peptide,umlog‐lkhd  222.63
Time180:55peptide,umlog‐lkhd  234.39
Time600:55peptide,umlog‐lkhd  299.68
Time1800:55peptide,umlog‐lkhd  376.33
Time3600:55peptide,umlog‐lkhd  406.63
Time7200:55peptide,umlog‐lkhd  363.71
Total:  2114.39
Avg:  5.4919
------------------------------
Results for out_10seq-13-3.pdb
Time30:55peptide,umlog‐lkhd  136.13
Time60:55peptide,umlog‐lkhd  143.30
Time180:55peptide,umlog‐lkhd  171.24
Time600:55peptide,umlog‐lkhd  294.53
Time1800:55peptide,umlog‐lkhd  408.16
Time3600:55peptide,umlog‐lkhd  446.71
Time7200:55peptide,umlog‐lkhd  393.92
Total:  1993.99
Avg:  5.1792
Time30:55peptide,umlog‐lkhd  136.13
Time60:55peptide,umlog‐lkhd  143.30
Time180:55peptide,umlog‐lkhd  171.24
Time600:55peptide,umlog‐lkhd  294.53
Time1800:55peptide,umlog‐lkhd  408.16
Time3600:55peptide,umlog‐lkhd  446.71
Time7200:55peptide,umlog‐lkhd  393.92
Total:  1993.99
Avg:  5.1792
------------------------------
Results for out_10seq-13-4.pdb
Time30:55peptide,umlog‐lkhd  154.47
Time60:55peptide,umlog‐lkhd  163.07
Time180:55peptide,umlog‐lkhd  183.92
Time600:55peptide,umlog‐lkhd  287.38
Time1800:55peptide,umlog‐lkhd  389.54
Time3600:55peptide,umlog‐lkhd  428.66
Time7200:55peptide,umlog‐lkhd  373.32
Total:  1980.35
Avg:  5.1438
Time30:55peptide,umlog‐lkhd  154.47
Time60:55peptide,umlog‐lkhd  163.07
Time180:55peptide,umlog‐lkhd  183.92
Time600:55peptide,umlog‐lkhd  287.38
Time1800:55peptide,umlog‐lkhd  389.54
Time3600:55peptide,umlog‐lkhd  428.66
Time7200:55peptide,umlog‐lkhd  373.32
Total:  1980.35
Avg:  5.1438
------------------------------
Results for out_10seq-13-5.pdb
Time30:55peptide,umlog‐lkhd  187.89
Time60:55peptide,umlog‐lkhd  219.79
Time180:55peptide,umlog‐lkhd  256.99
Time600:55peptide,umlog‐lkhd  338.13
------------------------------
Results for out_10seq-14-1.pdb
Time30:55peptide,umlog‐lkhd  209.74
Time60:55peptide,umlog‐lkhd  215.09
Time180:55peptide,umlog‐lkhd  210.77
Time600:55peptide,umlog‐lkhd  283.86
Time1800:55peptide,umlog‐lkhd  369.26
Time3600:55peptide,umlog‐lkhd  405.97
Time7200:55peptide,umlog‐lkhd  346.10
Total:  2040.78
Avg:  5.3007
Time30:55peptide,umlog‐lkhd  209.74
Time60:55peptide,umlog‐lkhd  215.09
Time180:55peptide,umlog‐lkhd  210.77
Time600:55peptide,umlog‐lkhd  283.86
Time1800:55peptide,umlog‐lkhd  369.26
Time3600:55peptide,umlog‐lkhd  405.97
Time7200:55peptide,umlog‐lkhd  346.10
Total:  2040.78
Avg:  5.3007
------------------------------
Results for out_10seq-14-2.pdb
Time30:55peptide,umlog‐lkhd  174.94
Time60:55peptide,umlog‐lkhd  188.40
Time180:55peptide,umlog‐lkhd  177.95
Time600:55peptide,umlog‐lkhd  254.45
Time1800:55peptide,umlog‐lkhd  359.64
Time3600:55peptide,umlog‐lkhd  398.91
Time7200:55peptide,umlog‐lkhd  338.76
Total:  1893.05
Avg:  4.9170
Time30:55peptide,umlog‐lkhd  174.94
Time60:55peptide,umlog‐lkhd  188.40
Time180:55peptide,umlog‐lkhd  177.95
Time600:55peptide,umlog‐lkhd  254.45
Time1800:55peptide,umlog‐lkhd  359.64
Time3600:55peptide,umlog‐lkhd  398.91
Time7200:55peptide,umlog‐lkhd  338.76
Total:  1893.05
Avg:  4.9170
------------------------------
Results for out_10seq-14-3.pdb
Time30:55peptide,umlog‐lkhd  197.21
Time60:55peptide,umlog‐lkhd  209.20
Time180:55peptide,umlog‐lkhd  193.47
Time600:55peptide,umlog‐lkhd  271.97
Time1800:55peptide,umlog‐lkhd  368.90
Time3600:55peptide,umlog‐lkhd  406.64
Time7200:55peptide,umlog‐lkhd  345.57
Total:  1992.97
Avg:  5.1765
Time30:55peptide,umlog‐lkhd  197.21
Time60:55peptide,umlog‐lkhd  209.20
Time180:55peptide,umlog‐lkhd  193.47
Time600:55peptide,umlog‐lkhd  271.97
Time1800:55peptide,umlog‐lkhd  368.90
Time3600:55peptide,umlog‐lkhd  406.64
Time7200:55peptide,umlog‐lkhd  345.57
Total:  1992.97
Avg:  5.1765
------------------------------
Results for out_10seq-14-4.pdb
Time30:55peptide,umlog‐lkhd  177.35
Time60:55peptide,umlog‐lkhd  212.09
Time180:55peptide,umlog‐lkhd  262.85
Time600:55peptide,umlog‐lkhd  371.50
Time1800:55peptide,umlog‐lkhd  466.53
Time3600:55peptide,umlog‐lkhd  498.43
Time7200:55peptide,umlog‐lkhd  413.86
Total:  2402.60
Avg:  6.2405
Time30:55peptide,umlog‐lkhd  177.35
Time60:55peptide,umlog‐lkhd  212.09
Time180:55peptide,umlog‐lkhd  262.85
Time600:55peptide,umlog‐lkhd  371.50
Time1800:55peptide,umlog‐lkhd  466.53
Time3600:55peptide,umlog‐lkhd  498.43
Time7200:55peptide,umlog‐lkhd  413.86
Total:  2402.60
Avg:  6.2405
------------------------------
Results for out_10seq-14-5.pdb
Time30:55peptide,umlog‐lkhd  117.26
Time60:55peptide,umlog‐lkhd  120.21
Time180:55peptide,umlog‐lkhd  199.65
Time600:55peptide,umlog‐lkhd  398.93
Time1800:55peptide,umlog‐lkhd  570.14
Time3600:55peptide,umlog‐lkhd  680.05
Time7200:55peptide,umlog‐lkhd  532.57
Total:  2618.82
Avg:  6.8021
Time30:55peptide,umlog‐lkhd  117.26
Time60:55peptide,umlog‐lkhd  120.21
Time180:55peptide,umlog‐lkhd  199.65
Time600:55peptide,umlog‐lkhd  398.93
Time1800:55peptide,umlog‐lkhd  570.14
Time3600:55peptide,umlog‐lkhd  680.05
Time7200:55peptide,umlog‐lkhd  532.57
Total:  2618.82
Avg:  6.8021
------------------------------
Results for out_10seq-15-1.pdb
Time30:55peptide,umlog‐lkhd  117.89
Time60:55peptide,umlog‐lkhd  131.46
Time180:55peptide,umlog‐lkhd  178.06
Time600:55peptide,umlog‐lkhd  317.79
Time1800:55peptide,umlog‐lkhd  451.32
Time3600:55peptide,umlog‐lkhd  501.66
Time7200:55peptide,umlog‐lkhd  414.71
Total:  2112.89
Avg:  5.4880
Time30:55peptide,umlog‐lkhd  117.89
Time60:55peptide,umlog‐lkhd  131.46
Time180:55peptide,umlog‐lkhd  178.06
Time600:55peptide,umlog‐lkhd  317.79
Time1800:55peptide,umlog‐lkhd  451.32
Time3600:55peptide,umlog‐lkhd  501.66
Time7200:55peptide,umlog‐lkhd  414.71
Total:  2112.89
Avg:  5.4880
------------------------------
Results for out_10seq-15-2.pdb
Time30:55peptide,umlog‐lkhd  99.26
Time60:55peptide,umlog‐lkhd  106.67
Time180:55peptide,umlog‐lkhd  136.11
Time600:55peptide,umlog‐lkhd  258.91
Time1800:55peptide,umlog‐lkhd  384.62
Time3600:55peptide,umlog‐lkhd  435.30
Time7200:55peptide,umlog‐lkhd  363.44
Total:  1784.31
Avg:  4.6346
Time30:55peptide,umlog‐lkhd  99.26
Time60:55peptide,umlog‐lkhd  106.67
Time180:55peptide,umlog‐lkhd  136.11
Time600:55peptide,umlog‐lkhd  258.91
Time1800:55peptide,umlog‐lkhd  384.62
Time3600:55peptide,umlog‐lkhd  435.30
Time7200:55peptide,umlog‐lkhd  363.44
Total:  1784.31
Avg:  4.6346
------------------------------
Results for out_10seq-15-3.pdb
Time30:55peptide,umlog‐lkhd  292.18
Time60:55peptide,umlog‐lkhd  290.89
Time180:55peptide,umlog‐lkhd  261.98
Time600:55peptide,umlog‐lkhd  312.59
------------------------------
Results for out_10seq-15-4.pdb
Time30:55peptide,umlog‐lkhd  245.61
Time60:55peptide,umlog‐lkhd  246.18
Time180:55peptide,umlog‐lkhd  240.73
Time600:55peptide,umlog‐lkhd  318.26
Time1800:55peptide,umlog‐lkhd  403.04
Time3600:55peptide,umlog‐lkhd  434.68
------------------------------
Results for out_10seq-15-5.pdb
Time30:55peptide,umlog‐lkhd  99.42
Time60:55peptide,umlog‐lkhd  104.57
Time180:55peptide,umlog‐lkhd  140.82
Time600:55peptide,umlog‐lkhd  263.90
Time1800:55peptide,umlog‐lkhd  377.08
Time3600:55peptide,umlog‐lkhd  414.38
Time7200:55peptide,umlog‐lkhd  352.19
Total:  1752.35
Avg:  4.5516
Time30:55peptide,umlog‐lkhd  99.42
Time60:55peptide,umlog‐lkhd  104.57
Time180:55peptide,umlog‐lkhd  140.82
Time600:55peptide,umlog‐lkhd  263.90
Time1800:55peptide,umlog‐lkhd  377.08
Time3600:55peptide,umlog‐lkhd  414.38
Time7200:55peptide,umlog‐lkhd  352.19
Total:  1752.35
Avg:  4.5516
------------------------------
Results for out_10seq-16-1.pdb
Time30:55peptide,umlog‐lkhd  111.44
Time60:55peptide,umlog‐lkhd  103.84
Time180:55peptide,umlog‐lkhd  112.10
Time600:55peptide,umlog‐lkhd  225.16
Time1800:55peptide,umlog‐lkhd  356.06
Time3600:55peptide,umlog‐lkhd  407.60
Time7200:55peptide,umlog‐lkhd  346.15
Total:  1662.34
Avg:  4.3178
Time30:55peptide,umlog‐lkhd  111.44
Time60:55peptide,umlog‐lkhd  103.84
Time180:55peptide,umlog‐lkhd  112.10
Time600:55peptide,umlog‐lkhd  225.16
Time1800:55peptide,umlog‐lkhd  356.06
Time3600:55peptide,umlog‐lkhd  407.60
Time7200:55peptide,umlog‐lkhd  346.15
Total:  1662.34
Avg:  4.3178
------------------------------
Results for out_10seq-16-2.pdb
Time30:55peptide,umlog‐lkhd  211.26
Time60:55peptide,umlog‐lkhd  237.29
Time180:55peptide,umlog‐lkhd  249.26
Time600:55peptide,umlog‐lkhd  311.42
Time1800:55peptide,umlog‐lkhd  398.16
Time3600:55peptide,umlog‐lkhd  423.77
------------------------------
Results for out_10seq-16-3.pdb
Time30:55peptide,umlog‐lkhd  178.98
Time60:55peptide,umlog‐lkhd  179.53
Time180:55peptide,umlog‐lkhd  188.58
Time600:55peptide,umlog‐lkhd  275.43
